Customer ID,Gender,Age,Number of Dependents,City,Tenure in Months,Avg Monthly Long Distance Charges,Streaming Movies,Streaming Music,Unlimited Data,Payment Method,Monthly Charge,Total Charges,Total Revenue,Customer Status
0336-PIKEI,Male,69,0,Orange,72,5.27,No,No,No,Bank Withdrawal,74.4,5360.75,5880.19,Stayed
0337-CNPZE,Female,63,0,Los Angeles,41,10.43,Yes,Yes,No,Bank Withdrawal,106.3,4443.45,5001.08,Churned
0343-QLUZP,Male,38,0,San Jose,60,,No,No,Yes,Bank Withdrawal,39.6,2424.5,2386.04,Stayed
0345-HKJVM,Female,43,0,San Diego,6,2.6,Yes,Yes,Yes,Bank Withdrawal,89.3,577.6,593.2,Churned
0345-XMMUG,Female,29,0,Ione,46,2,Yes,Yes,Yes,Credit Card,108.9,4854.3,4946.3,Stayed
0347-UBKUZ,Female,46,0,San Mateo,15,2.74,,,,Mailed Check,19.9,320.45,361.55,Stayed
0348-SDKOL,Female,33,0,San Diego,58,3.51,Yes,Yes,No,Credit Card,102.1,5885.4,6188.98,Churned
0354-VXMJC,Male,60,3,Los Angeles,23,34.04,,,,Credit Card,19.6,426.65,1209.57,Stayed
0354-WYROK,Female,70,0,San Francisco,31,47.95,Yes,No,Yes,Bank Withdrawal,98.9,2911.3,4397.75,Churned
0356-ERHVT,Male,54,0,Santa Cruz,11,12.95,No,No,Yes,Bank Withdrawal,45.9,521.9,664.35,Stayed
0356-OBMAC,Female,80,0,Winchester,56,17.33,No,No,Yes,Bank Withdrawal,99.9,5706.3,6676.78,Stayed
0357-NVCRI,Female,41,3,El Cajon,25,12.87,,,,Credit Card,20.05,471.7,793.45,Stayed
0361-HJRDX,Female,38,0,Sherman Oaks,68,,Yes,Yes,No,Credit Card,-8,4539.6,4669.6,Stayed
0362-RAOQO,Female,48,0,Norco,40,26.03,,,,Credit Card,19.65,830.25,1871.45,Stayed
0362-ZBZWJ,Male,46,0,Thornton,36,24.66,Yes,Yes,Yes,Bank Withdrawal,84.9,3067.2,3954.96,Churned
0363-QJVFX,Male,22,0,Lake Hughes,32,27.69,Yes,Yes,Yes,Credit Card,108.15,3432.9,4318.98,Churned
0363-SVHYR,Male,28,3,Paramount,71,10.11,Yes,Yes,Yes,Bank Withdrawal,86.85,6263.8,6981.61,Stayed
0365-BZUWY,Male,58,0,San Juan Capistrano,17,10.11,Yes,Yes,Yes,Bank Withdrawal,102.55,1742.5,1914.37,Stayed
0365-GXEZS,Male,55,0,Copperopolis,18,31.79,No,No,Yes,Bank Withdrawal,78.2,1468.75,2040.97,Stayed
0365-TRTPY,Female,52,0,Covina,37,11.73,No,No,No,Bank Withdrawal,91.2,3382.3,3816.31,Stayed
0366-NQSHS,Male,42,0,Colusa,2,44.34,,,,Credit Card,19.35,46.35,135.03,Joined
0369-ZGOVK,Female,56,2,Cypress,28,12.94,No,No,Yes,Bank Withdrawal,70.4,1992.2,2354.52,Stayed
0373-AIVNJ,Male,34,0,Sacramento,9,,No,No,Yes,Credit Card,39.55,373,373,Stayed
0374-AACSZ,Female,63,0,Lancaster,1,38.33,No,No,No,Bank Withdrawal,50.15,50.15,138.48,Joined
0374-FIUCA,Male,59,0,Orange,65,23.46,,,,Credit Card,20.4,1414.45,2939.35,Stayed
0374-IOEGQ,Female,62,0,Gonzales,3,15.59,No,No,Yes,Bank Withdrawal,44.6,122.7,169.47,Joined
0375-HVGXO,Female,31,0,Los Angeles,1,,No,No,Yes,Bank Withdrawal,34.7,34.7,34.7,Churned
0376-OIWME,Male,24,0,San Ysidro,36,41.33,Yes,Yes,Yes,Bank Withdrawal,93.6,3366.05,4837.37,Stayed
0376-YMCJC,Male,21,0,Novato,23,38.69,No,Yes,Yes,Bank Withdrawal,90.6,1943.2,2828.34,Churned
0377-JBKKT,Male,21,3,Gilroy,22,42.58,No,Yes,Yes,Credit Card,57.95,1271.8,2208.56,Stayed
0378-CJKPV,Female,56,0,Oak Park,72,4.56,Yes,Yes,Yes,Credit Card,112.1,7965.95,8275.39,Stayed
0378-NHQXU,Female,31,0,South San Francisco,17,17.91,No,No,Yes,Bank Withdrawal,88.25,1460.65,1765.12,Churned
0378-TOVMS,Female,20,0,Vernalis,3,10.6,Yes,Yes,Yes,Bank Withdrawal,85.8,272.2,304,Churned
0378-XSZPU,Male,31,0,San Jose,58,17.22,No,No,Yes,Credit Card,60.3,3563.8,4562.56,Churned
0379-DJQHR,Male,60,0,Sunnyvale,67,45.25,Yes,Yes,Yes,Credit Card,81.35,5398.6,8430.35,Stayed
0380-NEAVX,Male,72,0,Newport Beach,34,35,Yes,No,Yes,Bank Withdrawal,99.85,3343.15,4533.15,Stayed
0380-ZCSBI,Male,56,0,San Francisco,10,4.42,,,,Credit Card,20,198.7,242.9,Stayed
0383-CLDDA,Female,42,0,Stanford,69,18.47,Yes,Yes,Yes,Credit Card,85.35,5897.4,7171.83,Stayed
0384-LPITE,Male,38,0,Los Angeles,40,,Yes,Yes,Yes,Credit Card,62.05,2511.55,2511.55,Stayed
0384-RVBPI,Male,64,0,Turlock,20,12.6,Yes,Yes,Yes,Credit Card,64.4,1398.6,1650.6,Stayed
0386-CWRGM,Female,61,1,Beverly Hills,46,47.5,,,,Credit Card,19.4,967.85,3152.85,Stayed
0388-EOPEX,Female,28,0,Riverside,2,9.79,No,No,Yes,Bank Withdrawal,74.4,139.4,158.98,Churned
0390-DCFDQ,Female,76,2,Los Alamitos,1,15.28,No,No,Yes,Mailed Check,70.45,70.45,85.73,Churned
0392-BZIUW,Female,44,0,Fresno,72,6.58,Yes,Yes,Yes,Credit Card,105,7589.8,8063.56,Stayed
0394-YONDK,Male,28,3,Escondido,70,1.22,,,,Credit Card,25.15,1790.15,1875.55,Stayed
0396-HUJBP,Female,34,0,Gardena,2,49.91,,,,Credit Card,19.3,44.4,144.22,Joined
0396-UKGAI,Male,25,3,Encinitas,23,1.58,No,Yes,Yes,Bank Withdrawal,55.3,1284.2,1320.54,Stayed
0396-YCHWO,Male,58,0,Sacramento,36,40.58,Yes,Yes,Yes,Bank Withdrawal,95.4,3474.2,4935.08,Stayed
0397-GZBBC,Male,70,0,South Dos Palos,59,10.78,Yes,No,Yes,Bank Withdrawal,93.85,5574.75,6202.64,Churned
0397-ZXWQF,Male,24,0,Orick,67,47.31,,,,Bank Withdrawal,20.5,1430.95,4600.72,Stayed
0401-WDBXM,Male,22,3,San Jose,72,8.33,Yes,Yes,No,Bank Withdrawal,105.55,7542.25,8152.01,Stayed
0402-CQAJN,Female,22,0,El Monte,37,24.04,Yes,Yes,Yes,Bank Withdrawal,101.9,3545.35,4434.83,Churned
0402-OAMEN,Female,36,1,Spreckels,72,20.56,,,,Bank Withdrawal,24.45,1709.1,3189.42,Stayed
0404-AHASP,Male,23,0,Beverly Hills,72,27.97,,,,Credit Card,19.7,1421.9,3435.74,Stayed
0404-SWRVG,Male,21,2,La Habra,3,14.6,No,Yes,Yes,Bank Withdrawal,74.4,229.55,264.61,Churned
0406-BPDVR,Female,75,0,Visalia,54,33.49,Yes,Yes,Yes,Credit Card,101.5,5373.1,7181.56,Churned
0407-BDJKB,Male,59,0,San Francisco,60,35.22,No,No,Yes,Bank Withdrawal,95.75,5742.9,7856.1,Churned
0409-WTMPL,Female,35,0,Whittier,58,37.95,Yes,Yes,Yes,Credit Card,110.65,6526.65,8727.75,Stayed
0410-IPFTY,Female,64,0,Long Beach,31,12.03,Yes,Yes,Yes,Bank Withdrawal,83.85,2674.15,3035.71,Stayed
0411-EZJZE,Female,62,0,Stockton,3,20.1,No,No,No,Bank Withdrawal,60.25,170.5,300.8,Joined
0412-UCCNP,Male,20,0,Essex,55,12.28,No,No,Yes,Bank Withdrawal,59.2,3175.85,3851.25,Stayed
0415-MOSGF,Female,58,0,Los Gatos,1,26.53,No,No,Yes,Credit Card,44.4,44.4,70.93,Churned
0419-YAAPX,Male,44,0,Grass Valley,49,14.21,No,No,Yes,Credit Card,85.3,4297.95,4994.24,Stayed
0420-BWTPW,Male,40,0,San Diego,8,,No,No,Yes,Mailed Check,25.5,215.2,215.2,Churned
0420-HLGXF,Female,72,0,Visalia,39,10.03,Yes,No,Yes,Bank Withdrawal,99.75,4036,4427.17,Stayed
0420-TXVSG,Male,43,0,San Jose,66,37.71,No,No,Yes,Credit Card,66.1,4428.45,6917.31,Stayed
0422-OHQHQ,Female,23,0,Fresno,15,34.63,,,,Credit Card,20.55,295.95,815.4,Stayed
0422-UXFAP,Female,34,0,San Diego,51,47.72,Yes,Yes,No,Bank Withdrawal,98.85,4947.55,7511.27,Stayed
0423-UDIJQ,Male,74,0,Snelling,9,7.11,No,No,Yes,Mailed Check,49.2,447.9,511.89,Stayed
0426-TIRNE,Female,54,0,Encino,1,15.51,,,,Credit Card,20.9,20.9,36.41,Churned
0428-AXXLJ,Male,29,0,Bellflower,25,3.58,,,,Bank Withdrawal,19.5,516.3,605.8,Stayed
0428-IKYCP,Male,56,0,Sonora,22,48.68,No,No,Yes,Bank Withdrawal,87,1850.65,2921.61,Stayed
0430-IHCDJ,Male,40,0,Highland,15,11.75,No,No,Yes,Bank Withdrawal,49,749.25,925.5,Stayed
0431-APWVY,Female,37,0,Novato,28,18.31,Yes,Yes,Yes,Bank Withdrawal,90.1,2598.95,3111.63,Churned
0432-CAJZV,Male,47,0,Temecula,3,5.39,Yes,Yes,Yes,Credit Card,90.7,237.65,253.82,Joined
0434-CSFON,Female,34,0,Los Angeles,47,38.15,Yes,Yes,Yes,Bank Withdrawal,100.5,4707.1,6500.15,Stayed
0436-TWFFZ,Female,21,0,Long Beach,67,8.71,Yes,Yes,Yes,Mailed Check,85.25,5714.2,6296.46,Stayed
0439-IFYUN,Female,78,0,Escondido,18,21.09,No,No,No,Bank Withdrawal,74.7,1294.6,1694.22,Stayed
0440-EKDCF,Male,47,0,Herlong,62,33.7,No,No,Yes,Credit Card,60.15,3753.2,5842.6,Stayed
0440-MOGPM,Female,51,0,Petaluma,41,6.16,Yes,Yes,Yes,Bank Withdrawal,80.55,3263.9,3516.46,Stayed
0440-QEXBZ,Female,64,0,Mojave,44,18.42,No,No,Yes,Credit Card,50.15,2139.1,2949.58,Stayed
0440-UEDAI,Female,59,0,Callahan,53,33.88,Yes,Yes,Yes,Credit Card,94.45,5042.75,6838.39,Stayed
0442-TDYUO,Male,44,0,Bodega,48,33.06,,,,Credit Card,20.05,1036,2622.88,Stayed
0442-ZXKVS,Female,79,0,Denair,54,43.71,Yes,No,Yes,Bank Withdrawal,115.6,6431.05,8791.39,Stayed
0447-BEMNG,Female,28,0,Wrightwood,48,,Yes,Yes,No,Bank Withdrawal,45.3,2145,2285,Churned
0447-RXSGD,Male,39,0,Monterey,24,25.68,Yes,Yes,Yes,Bank Withdrawal,99.65,2404.85,3021.17,Stayed
0454-OKRCT,Male,32,0,Palo Alto,33,34.85,No,No,Yes,Bank Withdrawal,80.6,2651.1,3801.15,Stayed
0455-ENTCR,Male,58,0,Jamestown,66,42.85,Yes,Yes,Yes,Bank Withdrawal,85.25,5538.35,8366.45,Stayed
0455-XFASS,Female,61,2,Campbell,3,1.67,No,No,Yes,Bank Withdrawal,69.55,200.2,171.41,Joined
0458-HEUZG,Female,58,0,Alderpoint,13,,No,No,No,Credit Card,35.4,450.4,550.4,Stayed
0459-SPZHJ,Male,19,0,Garden Grove,63,13.45,Yes,Yes,Yes,Credit Card,83.5,5435,6282.35,Stayed
0461-CVKMU,Female,45,0,Oak Run,23,38.81,No,No,Yes,Bank Withdrawal,83.8,1900.25,2792.88,Churned
0463-TXOAK,Male,26,1,Madison,52,23.12,,,,Credit Card,25.6,1334.5,2536.74,Stayed
0463-WZZKO,Male,23,0,Van Nuys,3,16.39,,,,Credit Card,20.75,67.1,116.27,Joined
0463-ZSDNT,Male,23,0,Escondido,10,30.3,Yes,Yes,No,Bank Withdrawal,56.75,503.25,836.25,Stayed
0464-WJTKO,Female,39,2,Cedarville,72,14.17,,,,Bank Withdrawal,20.1,1460.85,2481.09,Stayed
0468-YRPXN,Male,62,0,Lomita,29,48.2,Yes,Yes,Yes,Credit Card,98.8,2807.1,4204.9,Stayed
0471-ARVMX,Female,70,0,Kelseyville,62,22.74,Yes,Yes,Yes,Bank Withdrawal,104.85,6312.9,7722.78,Stayed
0471-LVHGK,Male,34,0,Orangevale,41,15.91,Yes,Yes,Yes,Bank Withdrawal,73,3001.2,3653.51,Churned
0475-RIJEP,Male,47,0,Pinecrest,43,49.13,No,No,Yes,Bank Withdrawal,77.85,3365.85,5478.44,Churned
0479-HMSWA,Female,63,1,San Clemente,26,2.48,Yes,Yes,Yes,Bank Withdrawal,105.45,2715.3,2779.78,Stayed
0480-BIXDE,Female,58,0,Beale Afb,19,10.68,Yes,Yes,Yes,Bank Withdrawal,96.8,1743.05,1945.97,Stayed
0480-KYJVA,Female,42,3,Sacramento,72,47.6,,,,Credit Card,24.25,1784.5,5161.94,Stayed
0481-SUMCB,Female,74,0,Greenville,45,34.12,Yes,No,Yes,Bank Withdrawal,102.15,4735.35,6270.75,Stayed
0484-FFVBJ,Male,43,0,Fort Bragg,32,15.52,Yes,Yes,Yes,Bank Withdrawal,64.85,2010.95,2507.59,Stayed
0484-JPBRU,Male,23,0,Petaluma,41,41.21,,,,Bank Withdrawal,25.25,996.45,2686.06,Stayed
0485-ZBSLN,Male,52,2,Mecca,65,36.5,,,,Credit Card,24.75,1715.1,4087.6,Stayed
0486-HECZI,Male,37,1,Torrance,55,49.06,No,No,Yes,Bank Withdrawal,96.75,5238.9,7937.2,Churned
0486-LGCCH,Male,48,2,Victorville,11,40.76,,,,Credit Card,19.65,225.75,674.11,Stayed
0487-CRLZF,Female,58,0,Poway,49,7.51,Yes,Yes,Yes,Bank Withdrawal,74.45,3721.9,4089.89,Stayed
0487-RPVUM,Male,49,0,Mount Hermon,61,15.15,No,No,Yes,Bank Withdrawal,99.4,5943.65,6867.8,Stayed
0487-VVUVK,Male,49,2,Santa Barbara,25,19.09,,,,Credit Card,19.15,477.6,954.85,Stayed
0488-GSLFR,Female,41,0,Taylorsville,1,8.31,No,No,Yes,Bank Withdrawal,69.5,69.5,77.81,Churned
0489-WMEMG,Female,61,3,Korbel,23,25.85,No,No,Yes,Bank Withdrawal,49.45,1119.35,1713.9,Stayed
0491-KAPQG,Male,28,0,Pine Valley,21,28.54,No,Yes,Yes,Bank Withdrawal,73.7,1558.7,2158.04,Stayed
0495-RVCBF,Female,39,0,Santa Rosa,1,33.88,Yes,Yes,Yes,Bank Withdrawal,79.7,79.7,113.58,Churned
0495-ZBNGW,Male,78,0,Loma Mar,5,6.66,No,No,No,Bank Withdrawal,-1,343.95,397.25,Churned
0496-AHOOK,Male,61,0,Bangor,24,32.86,Yes,Yes,Yes,Bank Withdrawal,74.4,1712.9,2501.54,Stayed
0504-HHAPI,Female,72,0,Guinda,27,16.94,Yes,No,Yes,Credit Card,88.3,2467.75,2925.13,Churned
0505-SPOOW,Female,41,0,Riverside,70,11.71,,,,Bank Withdrawal,19.8,1397.65,2217.35,Stayed
0506-LVNGN,Female,78,0,Rancho Cordova,5,42.33,No,No,Yes,Credit Card,75.55,349.65,561.3,Churned
0506-YLVKJ,Male,54,1,Sultana,46,45.92,,,,Credit Card,20.2,917.45,3029.77,Stayed
0508-OOLTO,Female,33,1,Fort Irwin,2,29.03,No,No,Yes,Bank Withdrawal,71.65,135.75,193.81,Joined
0508-SQWPL,Female,32,3,La Mesa,57,26.67,,,,Bank Withdrawal,20.1,1087.7,2607.89,Stayed
0511-JTEOY,Female,41,0,Canyon Dam,1,10.19,No,No,Yes,Mailed Check,71.1,71.1,81.29,Churned
0512-FLFDW,Female,74,0,Palomar Mountain,60,27.68,Yes,No,Yes,Credit Card,100.5,6029,7689.8,Stayed
0513-RBGPE,Male,57,0,Rancho Santa Fe,37,4.5,No,No,Yes,Credit Card,62.8,2278.75,2428.28,Stayed
0515-YPMCW,Male,42,0,San Jose,1,42.87,No,No,No,Credit Card,70.45,70.45,123.32,Churned
0516-OOHAR,Male,39,2,Topanga,28,7.73,Yes,Yes,Yes,Bank Withdrawal,100.35,2799,3015.44,Stayed
0516-QREYC,Female,78,0,Capay,24,18.39,,,,Credit Card,20.3,459.95,901.31,Stayed
0516-UXRMT,Female,27,0,Oxnard,62,23.88,No,No,Yes,Bank Withdrawal,92.05,5755.8,7222.15,Stayed
0516-VRYBW,Female,39,0,Stanton,18,8.95,,,,Bank Withdrawal,20.15,390.85,551.95,Churned
0516-WJVXC,Female,21,0,Sacramento,5,3.61,No,No,Yes,Bank Withdrawal,54.2,308.25,326.3,Churned
0519-DRGTI,Female,58,3,Stockton,20,42.46,,,,Credit Card,20.35,442.6,1291.8,Stayed
0519-XUZJU,Female,56,0,Felton,1,26,No,No,Yes,Mailed Check,70.75,70.75,96.75,Churned
0520-FDVVT,Male,26,0,Lewiston,35,39.84,Yes,Yes,Yes,Bank Withdrawal,102.35,3626.1,5020.5,Churned
0523-VNGTF,Female,78,0,Sun Valley,52,,No,No,Yes,Bank Withdrawal,50.5,2566.3,2566.3,Stayed
0524-IAVZO,Female,25,0,Anza,30,4.82,Yes,Yes,Yes,Bank Withdrawal,85,2624.25,2768.85,Churned
0526-SXDJP,Male,36,0,Bell,72,,No,No,Yes,Bank Withdrawal,42.1,2962,2962,Stayed
0529-ONKER,Male,70,0,Forest Ranch,15,46.38,No,No,Yes,Bank Withdrawal,75.65,1146.65,1842.35,Churned
0530-IJVDB,Male,36,2,Jamul,70,26.67,Yes,Yes,Yes,Bank Withdrawal,114.6,7882.5,9749.4,Stayed
0531-XBKMM,Male,37,2,Azusa,66,32.12,No,No,Yes,Bank Withdrawal,65.7,4378.9,6498.82,Stayed
0531-ZZJWQ,Male,68,0,Fallbrook,55,42.9,No,No,Yes,Bank Withdrawal,74,4052.4,6411.9,Stayed
0533-BNWKF,Female,66,0,San Diego,55,42.82,No,No,No,Bank Withdrawal,85.45,4874.7,7319.8,Churned
0533-UCAAU,Male,72,0,Montgomery Creek,57,48.16,No,No,Yes,Credit Card,71.1,4140.1,6885.22,Stayed
0536-ACXIP,Female,34,0,Lodi,72,44.2,Yes,Yes,Yes,Bank Withdrawal,109.55,8165.1,11347.5,Stayed
0536-BGFMZ,Female,27,0,Leggett,28,42.33,,,,Credit Card,20.5,563.05,1748.29,Stayed
0536-ESJEP,Male,48,0,Rough And Ready,54,14.18,Yes,Yes,Yes,Bank Withdrawal,74.55,4191.45,4957.17,Stayed
0537-QYZZN,Male,66,2,Petaluma,24,4.06,No,No,Yes,Bank Withdrawal,79.85,1857.75,1955.19,Stayed
0541-FITGH,Female,59,0,Hornitos,2,48.39,Yes,Yes,Yes,Mailed Check,62.15,113.1,209.88,Joined
0547-HURJB,Male,19,2,Dixon,12,19.38,,,,Credit Card,21.05,235.8,468.36,Stayed
0549-CYCQN,Male,69,0,Flournoy,51,24.92,No,No,Yes,Bank Withdrawal,79.6,3974.7,5228.89,Stayed
0550-DCXLH,Male,64,0,Thermal,13,40.99,Yes,Yes,Yes,Mailed Check,73.35,931.55,1415.4,Stayed
0556-FJEGU,Male,26,0,Lafayette,58,47.47,No,No,Yes,Bank Withdrawal,70.1,4048.95,6802.21,Stayed
0557-ASKVU,Female,43,0,Beverly Hills,18,44.97,No,No,Yes,Credit Card,54.4,957.1,1766.56,Stayed
0559-CKHUS,Female,44,0,Pleasanton,29,49.96,,,,Credit Card,19.55,521.8,1970.64,Stayed
0562-FGDCR,Female,61,3,Whitmore,72,21.84,No,No,Yes,Credit Card,74.55,5430.65,7003.13,Stayed
0562-HKHML,Male,39,1,Alameda,71,18.99,,,,Credit Card,23.9,1626.4,2974.69,Stayed
0562-KBDVM,Female,62,0,Herald,70,,No,No,Yes,Bank Withdrawal,44.6,3058.15,3058.15,Stayed
0564-JJHGS,Male,45,0,Guerneville,9,19.22,Yes,Yes,Yes,Bank Withdrawal,95.5,829.1,1002.08,Churned
0564-MUUQK,Female,28,2,Imperial Beach,20,38.71,Yes,Yes,Yes,Bank Withdrawal,95.5,1916.2,2690.4,Stayed
0565-IYCGT,Male,51,0,San Diego,69,29.38,Yes,Yes,Yes,Credit Card,78.6,5356.45,7383.67,Churned
0565-JUPYD,Male,26,0,Benicia,63,21.45,No,No,Yes,Credit Card,104.5,6590.8,7942.15,Stayed
0567-GGCAC,Female,38,0,Biola,7,15.84,No,No,Yes,Bank Withdrawal,61.4,438.9,549.78,Stayed
0567-XRHCU,Female,19,1,Los Angeles,69,,Yes,Yes,Yes,Credit Card,43.95,2960.1,2960.1,Stayed
0568-ONFPC,Male,34,1,San Francisco,5,40.05,,,,Bank Withdrawal,25.9,135,335.25,Churned
0570-BFQHT,Female,38,0,Anderson,9,32.57,No,No,Yes,Bank Withdrawal,80.55,653.9,944.75,Stayed
0572-ZJKLT,Female,32,1,Chester,46,49.26,Yes,Yes,Yes,Credit Card,99.65,4630.2,6886.81,Stayed
0575-CUQOV,Male,76,0,Hilmar,60,17.05,Yes,No,Yes,Bank Withdrawal,97.95,5867,6890,Stayed
0576-WNXXC,Male,70,0,Parlier,27,39.49,Yes,Yes,Yes,Bank Withdrawal,95.55,2510.2,3576.43,Churned
0577-WHMEV,Female,19,0,San Jose,16,27.83,No,Yes,Yes,Bank Withdrawal,90.7,1374.9,1820.18,Stayed
0578-SKVMF,Female,23,0,Seeley,22,4.01,Yes,Yes,Yes,Bank Withdrawal,83.3,1845.9,1934.12,Churned
0580-PIQHM,Female,21,1,Riverside,41,14.73,Yes,Yes,Yes,Bank Withdrawal,101.6,3930.55,4534.48,Stayed
0581-BXBUB,Female,76,0,Penn Valley,4,35.67,No,No,Yes,Bank Withdrawal,72.75,317.75,460.43,Stayed
0581-MDMPW,Female,63,0,San Jose,24,44.09,No,No,Yes,Credit Card,88.95,2072.75,3130.91,Stayed
0582-AVCLN,Female,43,0,Bakersfield,38,43.19,,,,Credit Card,20.3,743.05,2384.27,Stayed
0584-BJQGZ,Female,19,0,Taylorsville,25,28.05,No,No,Yes,Bank Withdrawal,78.35,1837.9,2539.15,Stayed
0585-EGDDA,Male,41,0,Etna,40,39.22,No,No,Yes,Bank Withdrawal,80,3168.75,4695.81,Stayed
0587-DMGBH,Female,48,0,Willows,8,37.79,No,No,No,Bank Withdrawal,49.85,365.55,664.86,Churned
0594-UFTUL,Male,35,3,Mather,13,40.2,,,,Credit Card,19.85,252,774.6,Stayed
0595-ITUDF,Male,21,1,Fairfax,64,34.58,No,No,Yes,Bank Withdrawal,91.8,5960.5,8173.62,Stayed
0596-BQCEQ,Female,32,0,Hydesville,62,48.58,Yes,Yes,Yes,Bank Withdrawal,100.15,6283.3,9295.26,Churned
0599-XNYDO,Female,51,0,Graton,20,43.49,No,No,Yes,Bank Withdrawal,69.8,1540.35,2410.15,Stayed
0601-WZHJF,Male,53,0,Shafter,14,,Yes,Yes,Yes,Bank Withdrawal,46.35,667.7,667.7,Churned
0602-DDUML,Female,21,0,Fallbrook,57,36.14,No,Yes,Yes,Mailed Check,69.75,3894.4,5954.38,Stayed
0603-OLQDC,Male,41,1,Whittier,12,27.07,Yes,Yes,Yes,Mailed Check,69.85,837.5,1162.34,Stayed
0603-TPMIB,Female,40,2,San Simeon,59,42.37,,,,Credit Card,25.45,1534.05,4033.88,Stayed
0604-THJFP,Female,40,0,Castro Valley,59,8.28,Yes,Yes,Yes,Credit Card,75.95,4542.35,5030.87,Stayed
0607-DAAHE,Male,62,0,Olivehurst,53,26.21,,,,Bank Withdrawal,19.75,1052.35,2441.48,Churned
0607-MVMGC,Male,33,0,Ranchita,45,39.82,Yes,Yes,Yes,Credit Card,78.75,3600.65,5392.55,Stayed
0608-JDVEC,Male,55,0,Dunlap,50,1.87,,,,Bank Withdrawal,19.8,1013.2,1106.7,Stayed
0611-DFXKO,Male,35,0,Comptche,20,18.05,Yes,Yes,Yes,Credit Card,89,1820.45,2181.45,Churned
0612-RTZZA,Female,77,0,Vista,1,,No,No,Yes,Bank Withdrawal,25.25,25.25,25.25,Churned
0613-WUXUM,Female,38,3,Soquel,70,38.63,,,,Credit Card,19.2,1401.4,4105.5,Stayed
0616-ATFGB,Male,74,0,Shasta Lake,1,,No,No,Yes,Bank Withdrawal,25.05,25.05,25.05,Churned
0617-AQNWT,Female,61,0,North Hills,64,,Yes,Yes,Yes,Bank Withdrawal,47.85,3147.5,3147.5,Churned
0617-FHSGK,Male,62,0,Rancho Cordova,49,19.08,No,No,No,Credit Card,75.2,3678.3,4633.22,Churned
0618-XWMSS,Male,60,0,Wasco,28,44.28,No,No,Yes,Bank Withdrawal,74.9,2068.55,3308.39,Churned
0619-OLYUR,Male,32,0,Garden Grove,72,47.83,Yes,Yes,Yes,Credit Card,111.9,8071.05,11514.81,Stayed
0620-DLSLK,Female,47,0,Pasadena,13,34.18,No,No,Yes,Credit Card,81.9,1028.9,1473.24,Stayed
0620-XEFWH,Male,41,1,Oak Run,4,39.04,,,,Credit Card,18.85,84.2,240.36,Stayed
0621-CXBKL,Female,62,0,Copperopolis,53,10.32,,,,Mailed Check,18.7,1005.7,1552.66,Stayed
0621-HJWXJ,Female,54,0,Irvine,63,21.15,No,No,Yes,Bank Withdrawal,81.55,5029.05,6361.5,Stayed
0621-JFHOL,Female,41,0,North Hollywood,10,,No,No,Yes,Mailed Check,29.6,299.05,299.05,Stayed
0621-TSSMU,Male,29,0,Maywood,56,48.87,,,,Credit Card,19.95,1126.75,3863.47,Stayed
0621-TWIEM,Male,28,0,Newhall,10,34.44,No,Yes,Yes,Bank Withdrawal,45.55,402.6,747,Churned
0623-EJQEG,Male,50,0,Murphys,65,2.72,Yes,Yes,No,Bank Withdrawal,93.55,6069.25,6276.05,Stayed
0623-GDISB,Female,63,0,San Clemente,1,16.42,No,No,Yes,Bank Withdrawal,48.45,48.45,64.87,Joined
0623-IIHUG,Female,77,0,San Diego,21,,No,No,Yes,Bank Withdrawal,-10,840.1,840.1,Churned
0625-AFOHS,Female,40,1,Ferndale,29,34.44,,,,Credit Card,20.2,558.8,1557.56,Stayed
0626-QXNGV,Female,55,0,Arcata,72,37.98,,,,Credit Card,24.15,1776.45,4511.01,Stayed
0628-CNQRM,Male,49,0,Temecula,22,19.8,No,No,Yes,Bank Withdrawal,67.5,1544.05,1979.65,Churned
0634-SZPQA,Female,64,0,San Anselmo,23,3.55,No,No,Yes,Bank Withdrawal,90.05,2169.8,2224.07,Churned
0635-WKOLD,Male,33,0,Ceres,40,23.74,No,No,Yes,Credit Card,70.75,2921.75,3871.35,Stayed
0637-KVDLV,Male,30,0,Elk Grove,2,17.22,No,No,Yes,Bank Withdrawal,76.5,162.45,196.89,Churned
0637-UBJRP,Male,40,0,Wilton,13,29.92,Yes,Yes,Yes,Bank Withdrawal,84.05,1095.3,1460.29,Churned
0637-YLETY,Female,39,0,Douglas City,16,18.99,Yes,Yes,Yes,Credit Card,95.6,1555.65,1859.49,Churned
0639-TSIQW,Female,28,0,White Water,67,37.5,No,No,Yes,Credit Card,102.95,6886.25,9398.75,Churned
0640-YJTPY,Male,19,1,Smartville,72,5.7,,,,Bank Withdrawal,21,1493.75,1904.15,Stayed
0641-EVBOJ,Male,61,0,Coarsegold,3,44.97,No,No,No,Credit Card,82.3,214.4,369.31,Joined
0643-OKLRP,Female,73,0,Azusa,47,38.31,No,No,No,Bank Withdrawal,80.35,3825.85,5716.42,Churned
0644-OQMDK,Male,69,0,Merced,4,6.18,No,No,Yes,Bank Withdrawal,70.65,293.85,318.57,Stayed
0650-BWOZN,Female,71,0,Aguanga,18,7.51,No,No,Yes,Bank Withdrawal,73.55,1359.45,1494.63,Stayed
0654-HMSHN,Male,45,0,Mojave,21,42.65,Yes,Yes,Yes,Bank Withdrawal,104.4,2157.95,3053.6,Churned
